customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,escalations,csat_score,complaint_count,churn_risk,tenure_days
1547-RNNUQ,11-12-2019 00:00,Organic,11-12-2020 00:00,Premium,Annual,,,25.53,883,29,0,Saurabh,India,Delhi,Male,24-09-1977 00:00,,,0,Low,366
1548-LETWM,27-08-2024 00:00,Organic,27-08-2025 00:00,Standard,Monthly,16-02-2025 00:00,Not enough content,17.1,1102,54,1,Isha,India,Telangana,Female,20-12-1975 00:00,,,0,Medium,365
1549-HSGJA,27-10-2023 00:00,Refferal,27-10-2024 00:00,Standard,Annual,,,11.65,456,57,0,Isha,India,Uttar Pradesh,Female,14-10-1984 00:00,,,0,Medium,366
1550-WRCCZ,28-10-2022 00:00,Paid,28-10-2023 00:00,Standard,Annual,,,16.16,1386,78,0,Yash,India,Uttar Pradesh,Male,23-07-1996 00:00,,,0,High,365
1551-APAYC,26-08-2021 00:00,Refferal,26-08-2022 00:00,Basic,Monthly,16-12-2021 00:00,Too expensive,9.27,629,57,1,Aditi,India,Gujarat,Female,27-06-1986 00:00,,,0,Medium,365
1552-RTUUE,03-12-2019 00:00,Paid,03-12-2020 00:00,Standard,Monthly,15-07-2020 00:00,Too expensive,13.21,550,66,1,Sneha,India,Delhi,Female,26-12-2004 00:00,,,0,Medium,366
1553-JVXUZ,23-10-2022 00:00,Paid,23-10-2023 00:00,Basic,Monthly,,,8.36,411,83,0,Aditi,India,Maharashtra,Female,23-09-1989 00:00,,,0,High,365
1554-DJJDK,22-03-2023 00:00,Organic,22-03-2024 00:00,Premium,Monthly,,,23.5,786,92,0,Kritika,India,Telangana,Female,08-06-1975 00:00,,,0,High,366
1555-LVDHZ,23-05-2024 00:00,Paid,23-05-2025 00:00,Premium,Monthly,,,16.32,957,51,0,Tanvi,India,Meghalaya,Female,06-07-1982 00:00,,,0,Medium,365
1556-FNBSH,08-10-2019 00:00,Paid,08-10-2020 00:00,Standard,Annual,,,13.94,830,28,0,Varun,India,Uttar Pradesh,Male,23-09-1976 00:00,,,0,Low,366
1557-PBQML,09-12-2019 00:00,Paid,09-12-2020 00:00,Standard,Annual,,,15.84,728,63,0,Aarav,India,Telangana,Male,16-06-1973 00:00,,,0,Medium,366
1558-YZFLN,23-01-2023 00:00,Paid,23-01-2024 00:00,Premium,Annual,26-03-2023 00:00,Forgot to cancel trial,20.18,687,47,1,Meera,India,Karnataka,Female,05-07-2002 00:00,N,30,1,Low,365
1559-AYTHC,10-02-2020 00:00,Refferal,10-02-2021 00:00,Standard,Annual,,,17.54,879,40,0,Avni,India,Gujarat,Female,13-07-1994 00:00,,,0,Low,366
1560-FZRJU,01-09-2019 00:00,Organic,01-09-2020 00:00,Basic,Monthly,,,11.34,584,72,0,Aditi,India,Kerala,Female,02-09-1973 00:00,,,0,High,366
1561-YEQEF,17-03-2024 00:00,Organic,17-03-2025 00:00,Basic,Annual,16-01-2025 00:00,Switched to competitor,8.88,486,41,1,Kavya,India,Kerala,Female,12-10-1979 00:00,,,0,Low,365
1562-GJENX,18-11-2019 00:00,Organic,18-11-2020 00:00,Basic,Monthly,,,8.7,772,22,0,Ananya,India,Uttar Pradesh,Female,22-08-1991 00:00,,,0,Low,366
1563-ABZMW,07-11-2023 00:00,Paid,07-11-2024 00:00,Basic,Monthly,22-10-2024 00:00,Poor streaming quality,6.97,540,57,1,Aniket,India,Maharashtra,Male,19-09-1990 00:00,,,0,Medium,366
1564-MMHMK,24-10-2021 00:00,Paid,24-10-2022 00:00,Premium,Monthly,,,20.42,848,78,0,Riya,India,West Bengal,Female,27-09-1973 00:00,N,90,1,High,365
1565-VSLNW,16-04-2024 00:00,Organic,16-04-2025 00:00,Basic,Annual,,,9.91,533,11,0,Priya,India,Madhya Pradesh,Female,06-08-1976 00:00,,,0,Low,365
1566-YAFVV,09-11-2023 00:00,Paid,09-11-2024 00:00,Premium,Monthly,,,25.26,1031,41,0,Omkar,India,Tamil Nadu,Male,02-07-1993 00:00,,,0,Low,366
1567-XTGSK,25-12-2019 00:00,Organic,25-12-2020 00:00,Standard,Annual,,,15.12,642,52,0,Shreya,India,Delhi,Female,09-08-1982 00:00,,,0,Medium,366
1568-MEHYG,18-02-2020 00:00,Paid,18-02-2021 00:00,Premium,Monthly,19-11-2020 00:00,Switched to competitor,22.07,905,79,1,Riya,India,Telangana,Female,09-10-1988 00:00,N,25,1,High,366
1569-LJTLU,15-06-2020 00:00,Organic,15-06-2021 00:00,Basic,Annual,11-12-2020 00:00,Forgot to cancel trial,8.89,571,36,1,Siddharth,India,Gujarat,Male,01-10-1972 00:00,N,20,1,Low,365
1570-BFNPD,12-06-2024 00:00,Paid,12-06-2025 00:00,Basic,Annual,13-07-2024 00:00,Forgot to cancel trial,12.17,328,41,1,Priya,India,Maharashtra,Female,17-07-1974 00:00,,,0,Low,365
1571-PWUAP,22-04-2024 00:00,Refferal,22-04-2025 00:00,Standard,Monthly,,,16.43,392,53,0,Manish,India,Madhya Pradesh,Male,22-05-1994 00:00,,,0,Medium,365
1572-LXFGT,14-08-2019 00:00,Organic,14-08-2020 00:00,Standard,Monthly,,,15.85,921,43,0,Mira,India,Kerala,Female,01-12-1993 00:00,,,0,Low,366
1573-YLLTL,23-04-2020 00:00,Refferal,23-04-2021 00:00,Basic,Monthly,,,8.72,720,54,0,Tanvi,India,Nagaland,Female,13-11-1990 00:00,,,0,Medium,365
1574-PUKRF,11-04-2020 00:00,Organic,11-04-2021 00:00,Standard,Monthly,,,13.03,519,67,0,Manish,India,Maharashtra,Male,27-05-1998 00:00,,,0,Medium,365
1575-SKSGT,25-03-2024 00:00,Refferal,25-03-2025 00:00,Premium,Monthly,,,22.62,970,76,0,Omkar,India,Uttar Pradesh,Male,14-03-1982 00:00,,,0,High,365
1576-SUCAW,20-06-2019 00:00,Refferal,20-06-2020 00:00,Premium,Annual,,,23.38,1290,41,0,Nikhil,India,Kerala,Male,07-06-1990 00:00,,,0,Low,366
1577-CPXDK,25-02-2022 00:00,Organic,25-02-2023 00:00,Basic,Annual,,,8.8,594,84,0,Pooja,India,Telangana,Female,09-12-2000 00:00,,,0,High,365
1578-ZJLPL,10-10-2020 00:00,Organic,10-10-2021 00:00,Standard,Annual,,,13.22,825,47,0,Manish,India,Goa,Male,03-06-1992 00:00,,,0,Low,365
1579-RHVUJ,16-01-2023 00:00,Paid,16-01-2024 00:00,Basic,Monthly,,,9.75,334,15,0,Aditi,India,Uttar Pradesh,Female,12-03-1996 00:00,,,0,Low,365
1580-JGZRR,13-08-2020 00:00,Organic,13-08-2021 00:00,Standard,Annual,,,11.64,911,69,0,Mansi,India,Maharashtra,Female,19-12-1970 00:00,,,0,Medium,365
1581-ZLSDJ,01-02-2023 00:00,Organic,01-02-2024 00:00,Premium,Annual,10-09-2023 00:00,Switched to competitor,20.76,720,50,1,Mansi,India,Karnataka,Female,03-05-1988 00:00,,,0,Medium,365
1582-UWAAV,05-12-2019 00:00,Organic,05-12-2020 00:00,Basic,Annual,19-02-2020 00:00,Switched to competitor,10.55,638,20,1,Kunal,India,Uttar Pradesh,Male,28-11-1999 00:00,,,0,Low,366
1583-FTKRE,01-09-2020 00:00,Organic,01-09-2021 00:00,Basic,Annual,,,10.14,661,53,0,Manish,India,Uttar Pradesh,Male,10-08-1981 00:00,,,0,Medium,365
1584-CUEWU,27-05-2022 00:00,Organic,27-05-2023 00:00,Basic,Monthly,,,10.19,784,2,0,Rahul,India,Meghalaya,Male,14-10-1988 00:00,,,0,Low,365
1585-DBMXB,20-11-2024 00:00,Organic,20-11-2025 00:00,Standard,Monthly,,,12.55,750,13,0,Sneha,India,Gujarat,Female,24-01-1998 00:00,,,0,Low,365
1586-MMUHZ,15-07-2021 00:00,Organic,15-07-2022 00:00,Premium,Monthly,,,24.01,1109,58,0,Arjun,India,Uttar Pradesh,Male,12-12-1972 00:00,,,0,Medium,365
1587-WUKWD,16-07-2019 00:00,Organic,16-07-2020 00:00,Basic,Monthly,17-01-2020 00:00,Forgot to cancel trial,11.54,864,80,1,Aditi,India,Rajasthan,Female,19-03-1981 00:00,N,30,1,High,366
1588-ZBZBH,21-05-2019 00:00,Paid,21-05-2020 00:00,Basic,Annual,,,9.62,191,46,0,Kritika,India,Delhi,Female,16-09-1985 00:00,,,0,Low,366
1589-GTVWJ,16-11-2021 00:00,Paid,16-11-2022 00:00,Premium,Monthly,,,20.45,1117,45,0,Sneha,India,Maharashtra,Female,08-07-1993 00:00,,,0,Low,365
1590-HRZFQ,11-10-2020 00:00,Paid,11-10-2021 00:00,Basic,Monthly,,,7.6,732,55,0,Arjun,India,Rajasthan,Male,11-01-2000 00:00,,,0,Medium,365
1591-LUUGD,16-06-2021 00:00,Paid,16-06-2022 00:00,Premium,Annual,,,21.09,913,95,0,Manish,India,Karnataka,Male,12-06-1970 00:00,,,0,High,365
1592-QCTTE,10-03-2020 00:00,Paid,10-03-2021 00:00,Basic,Annual,03-12-2020 00:00,Too expensive,8.42,302,27,1,Isha,India,Tamil Nadu,Female,27-12-1997 00:00,,,0,Low,365
1593-DLHYL,18-06-2019 00:00,Refferal,18-06-2020 00:00,Standard,Monthly,,,12.64,422,55,0,Pranav,India,Rajasthan,Male,05-10-1980 00:00,,,0,Medium,366
1594-HEQUR,05-03-2019 00:00,Paid,05-03-2020 00:00,Basic,Monthly,05-10-2019 00:00,Not enough content,6.47,448,20,1,Avni,India,West Bengal,Female,02-09-1972 00:00,,,0,Low,366
1595-UMPNR,02-04-2020 00:00,Organic,02-04-2021 00:00,Standard,Monthly,,,10.68,547,73,0,Neha,India,Telangana,Female,15-04-1975 00:00,Y,30,1,High,365
1596-HKRKN,19-04-2020 00:00,Organic,19-04-2021 00:00,Standard,Monthly,,,10.78,491,48,0,Sakshi,India,Maharashtra,Female,03-09-1996 00:00,,,0,Low,365
1597-KDARQ,09-06-2020 00:00,Organic,09-06-2021 00:00,Standard,Annual,,,14.69,609,78,0,Mansi,India,Nagaland,Female,27-03-1994 00:00,,,0,High,365
1598-UECKC,21-01-2022 00:00,Refferal,21-01-2023 00:00,Standard,Monthly,08-11-2022 00:00,Switched to competitor,14.24,767,52,1,Siddharth,India,West Bengal,Male,22-12-1989 00:00,N,70,1,Medium,365
1599-HZQDM,10-01-2021 00:00,Refferal,10-01-2022 00:00,Standard,Annual,16-08-2021 00:00,Too expensive,14.46,740,30,1,Isha,India,Maharashtra,Female,28-01-1976 00:00,,,0,Low,365
1600-TJGRH,01-03-2022 00:00,Organic,01-03-2023 00:00,Basic,Annual,,,6.24,528,66,0,Vivek,India,Delhi,Male,26-08-1986 00:00,,,0,Medium,365
1601-APBSF,02-10-2019 00:00,Refferal,02-10-2020 00:00,Standard,Annual,,,18.17,837,46,0,Shreya,India,Maharashtra,Female,27-07-2001 00:00,,,0,Low,366
1602-GSZES,03-06-2021 00:00,Organic,03-06-2022 00:00,Standard,Monthly,09-01-2022 00:00,Forgot to cancel trial,10.66,348,14,1,Rohan,India,Kerala,Male,23-09-1997 00:00,,,0,Low,365
1603-RKPJZ,09-10-2019 00:00,Organic,09-10-2020 00:00,Premium,Monthly,,,21.58,827,73,0,Neha,India,Tamil Nadu,Female,18-11-2001 00:00,,,0,High,366
1604-DBNWR,17-02-2022 00:00,Paid,17-02-2023 00:00,Standard,Monthly,25-12-2022 00:00,Too expensive,15.96,920,47,1,Mansi,India,Uttar Pradesh,Female,05-10-1980 00:00,,,0,Low,365
1605-UMHWJ,21-11-2020 00:00,Refferal,21-11-2021 00:00,Standard,Annual,21-12-2020 00:00,Forgot to cancel trial,17.54,936,68,1,Pallavi,India,Uttar Pradesh,Female,19-04-1995 00:00,,,0,Medium,365
1606-XSHUH,27-03-2020 00:00,Organic,27-03-2021 00:00,Premium,Monthly,,,19.03,697,12,0,Varun,India,Uttar Pradesh,Male,01-01-1982 00:00,,,0,Low,365
1607-KSHKF,11-08-2019 00:00,Organic,11-08-2020 00:00,Standard,Monthly,,,13.53,785,33,0,Kritika,India,Uttar Pradesh,Female,20-11-2000 00:00,,,0,Low,366
1608-LQXYS,24-04-2019 00:00,Organic,24-04-2020 00:00,Premium,Annual,,,21.16,715,48,0,Omkar,India,Maharashtra,Male,16-02-2001 00:00,,,0,Low,366
1609-MHPSL,06-09-2019 00:00,Organic,06-09-2020 00:00,Standard,Annual,,,14.36,601,58,0,Kavya,India,Maharashtra,Female,28-10-1978 00:00,N,80,1,Medium,366
1610-WAQLS,08-03-2021 00:00,Refferal,08-03-2022 00:00,Basic,Annual,,,11.09,618,39,0,Siddharth,India,Rajasthan,Male,13-01-1985 00:00,,,0,Low,365
1611-XCDTY,02-08-2022 00:00,Organic,02-08-2023 00:00,Basic,Monthly,13-01-2023 00:00,Not enough content,9.55,751,55,1,Saurabh,India,Rajasthan,Male,23-01-1997 00:00,,,0,Medium,365
1612-FYDAC,19-03-2024 00:00,Organic,19-03-2025 00:00,Standard,Monthly,25-06-2024 00:00,Poor streaming quality,14.62,589,41,1,Siddharth,India,Rajasthan,Male,18-06-2004 00:00,N,30,2,Low,365
1613-YWVEM,28-03-2024 00:00,Organic,28-03-2025 00:00,Standard,Annual,,,11.47,806,50,0,Ananya,India,Maharashtra,Female,21-09-1994 00:00,,,0,Medium,365
1614-FUWJF,24-11-2020 00:00,Paid,24-11-2021 00:00,Premium,Monthly,,,20.53,730,62,0,Diya,India,Maharashtra,Female,28-01-1997 00:00,,,0,Medium,365
1615-QUXRU,18-02-2022 00:00,Organic,18-02-2023 00:00,Basic,Annual,,,6.78,506,44,0,Arjun,India,Uttar Pradesh,Male,25-08-1988 00:00,,,0,Low,365
1616-MVYHN,23-02-2021 00:00,Paid,23-02-2022 00:00,Standard,Monthly,,,11.73,409,88,0,Riya,India,Kerala,Female,16-09-2000 00:00,,,0,High,365
1617-GGNHX,20-05-2021 00:00,Paid,20-05-2022 00:00,Standard,Annual,,,16.12,493,60,0,Harsh,India,Karnataka,Male,27-04-1989 00:00,,,0,Medium,365
1618-HSJPH,27-11-2023 00:00,Paid,27-11-2024 00:00,Basic,Annual,,,11.9,784,17,0,Avni,India,Telangana,Female,24-12-1977 00:00,,,0,Low,366
1619-YMJGB,19-09-2022 00:00,Organic,19-09-2023 00:00,Premium,Monthly,25-05-2023 00:00,Poor streaming quality,23.19,1313,46,1,Omkar,India,Tamil Nadu,Male,03-01-1995 00:00,,,0,Low,365
1620-KCEJV,22-12-2019 00:00,Paid,22-12-2020 00:00,Standard,Monthly,18-03-2020 00:00,Not enough content,13.44,942,65,1,Rohan,India,Kerala,Male,18-02-1987 00:00,,,0,Medium,366
1621-GFFQU,19-02-2020 00:00,Organic,19-02-2021 00:00,Standard,Annual,,,13.69,687,66,0,Isha,India,Maharashtra,Female,06-04-1990 00:00,,,0,Medium,366
1622-FMDEF,04-04-2020 00:00,Organic,04-04-2021 00:00,Premium,Monthly,16-11-2020 00:00,Forgot to cancel trial,17.14,644,91,1,Aarav,India,Karnataka,Male,19-07-1989 00:00,N,20,2,High,365
1623-NKLED,13-06-2021 00:00,Refferal,13-06-2022 00:00,Basic,Annual,,,10.26,528,67,0,Pranav,India,Tamil Nadu,Male,26-03-1994 00:00,,,0,Medium,365
1624-SPRBT,14-02-2022 00:00,Organic,14-02-2023 00:00,Basic,Monthly,,,7.09,469,24,0,Omkar,India,Telangana,Male,01-07-1993 00:00,,,0,Low,365
1625-WRQVW,17-02-2021 00:00,Organic,17-02-2022 00:00,Premium,Monthly,,,20.31,1010,79,0,Nandini,India,Maharashtra,Female,23-02-1984 00:00,,,0,High,365
1626-FHNFC,26-01-2020 00:00,Organic,26-01-2021 00:00,Premium,Annual,,,24.06,817,41,0,Harsh,India,Uttar Pradesh,Male,18-05-1981 00:00,,,0,Low,366
1627-NUPJE,02-09-2023 00:00,Organic,02-09-2024 00:00,Standard,Monthly,,,10.29,703,37,0,Arjun,India,Tamil Nadu,Male,25-03-1990 00:00,,,0,Low,366
1628-JUMLT,26-09-2022 00:00,Paid,26-09-2023 00:00,Standard,Annual,,,17.54,924,22,0,Rahul,India,Uttar Pradesh,Male,13-02-1972 00:00,,,0,Low,365
1629-RNUPW,20-02-2020 00:00,Organic,20-02-2021 00:00,Premium,Annual,,,20.93,708,60,0,Mira,India,Telangana,Female,17-03-1996 00:00,,,0,Medium,366
1630-AMUFU,08-01-2020 00:00,Organic,08-01-2021 00:00,Premium,Monthly,,,21.92,871,51,0,Saurabh,India,Kerala,Male,26-11-1978 00:00,,,0,Medium,366
1631-DZFDR,18-09-2021 00:00,Refferal,18-09-2022 00:00,Standard,Annual,,,15.19,610,48,0,Raghav,India,Nagaland,Male,13-08-1992 00:00,,,0,Low,365
1632-YDZDT,26-06-2022 00:00,Organic,26-06-2023 00:00,Standard,Monthly,,,13.75,770,53,0,Priya,India,Maharashtra,Female,17-11-1983 00:00,,,0,Medium,365
1633-XULNR,03-04-2020 00:00,Organic,03-04-2021 00:00,Standard,Monthly,09-05-2020 00:00,Too expensive,13.42,681,92,1,Kunal,India,Madhya Pradesh,Male,22-06-1994 00:00,,,0,High,365
1634-LVDPG,22-03-2022 00:00,Organic,22-03-2023 00:00,Standard,Monthly,,,13.34,687,72,0,Aarav,India,Bihar,Male,09-01-1980 00:00,,,0,High,365
1635-WYGPX,16-07-2019 00:00,Organic,16-07-2020 00:00,Basic,Annual,,,10.57,754,50,0,Meera,India,Telangana,Female,09-11-2003 00:00,N,30,1,Medium,366
1636-FUXFX,06-04-2019 00:00,Paid,06-04-2020 00:00,Standard,Annual,,,14.97,738,14,0,Varun,India,Telangana,Male,13-12-1996 00:00,N,80,1,Low,366
1637-JJHMZ,11-10-2020 00:00,Organic,11-10-2021 00:00,Standard,Annual,14-11-2020 00:00,Too expensive,11.36,966,51,1,Avni,India,Karnataka,Female,10-04-1997 00:00,,,0,Medium,365
1638-CZVRZ,10-03-2019 00:00,Paid,10-03-2020 00:00,Basic,Monthly,,,12.9,821,67,0,Manish,India,Karnataka,Male,27-05-1978 00:00,,,0,Medium,366
1639-EEKZC,06-05-2023 00:00,Organic,06-05-2024 00:00,Standard,Annual,,,10.03,516,35,0,Kritika,India,Tamil Nadu,Female,10-10-1974 00:00,N,80,2,Low,366
1640-RVLYV,04-10-2019 00:00,Organic,04-10-2020 00:00,Basic,Annual,,,6.62,370,38,0,Meera,India,Karnataka,Female,23-03-1999 00:00,,,0,Low,366
1641-HFMKY,02-01-2019 00:00,Organic,02-01-2020 00:00,Premium,Annual,,,16.64,588,71,0,Ananya,India,Madhya Pradesh,Female,06-06-1972 00:00,,,0,High,365
1642-UWLVT,11-08-2019 00:00,Organic,11-08-2020 00:00,Basic,Annual,,,8.52,507,89,0,Meera,India,Goa,Female,28-01-1981 00:00,,,0,High,366
1643-TLURT,28-11-2024 00:00,Paid,28-11-2025 00:00,Standard,Monthly,,,8.42,875,52,0,Meera,India,Maharashtra,Female,07-09-2000 00:00,,,0,Medium,365
1644-QLYVL,26-11-2023 00:00,Organic,26-11-2024 00:00,Basic,Annual,,,12.3,900,13,0,Mansi,India,Bihar,Female,10-01-1999 00:00,,,0,Low,366
1645-YWFGX,27-04-2019 00:00,Organic,27-04-2020 00:00,Standard,Monthly,,,12.97,1283,53,0,Arjun,India,Uttar Pradesh,Male,09-07-1986 00:00,,,0,Medium,366
1646-VPLNY,18-07-2020 00:00,Paid,18-07-2021 00:00,Standard,Monthly,24-03-2021 00:00,Switched to competitor,10.68,650,64,1,Kritika,India,Uttar Pradesh,Female,07-10-2001 00:00,,,0,Medium,365
1647-MCYTE,18-05-2021 00:00,Organic,18-05-2022 00:00,Standard,Annual,18-08-2021 00:00,Switched to competitor,16.38,1070,50,1,Mira,India,Meghalaya,Female,24-04-1997 00:00,Y,25,2,Medium,365
1648-NMQUJ,11-03-2020 00:00,Paid,11-03-2021 00:00,Basic,Annual,,,7.13,543,51,0,Yash,India,Karnataka,Male,09-09-1982 00:00,,,0,Medium,365
1649-AWVLV,13-08-2023 00:00,Refferal,13-08-2024 00:00,Basic,Monthly,17-12-2023 00:00,Switched to competitor,9.36,669,41,1,Ananya,India,Maharashtra,Female,24-10-2000 00:00,N,70,2,Low,366
1650-DCNUQ,27-09-2021 00:00,Organic,27-09-2022 00:00,Standard,Monthly,,,13.93,778,81,0,Sakshi,India,Telangana,Female,20-02-1991 00:00,,,0,High,365
1651-SVZGW,11-05-2019 00:00,Organic,11-05-2020 00:00,Basic,Monthly,,,5.99,335,79,0,Aniket,India,Nagaland,Male,24-05-2001 00:00,N,60,1,High,366
1652-EFVFG,14-05-2019 00:00,Paid,14-05-2020 00:00,Basic,Monthly,31-07-2019 00:00,Forgot to cancel trial,6.55,646,39,1,Varun,India,Madhya Pradesh,Male,18-05-2004 00:00,,,0,Low,366
1653-BVKCD,23-12-2020 00:00,Refferal,23-12-2021 00:00,Basic,Annual,,,5.99,623,99,0,Aditya,India,Delhi,Male,19-11-1981 00:00,,,0,High,365
1654-SXPTW,13-03-2021 00:00,Paid,13-03-2022 00:00,Premium,Monthly,21-02-2022 00:00,Switched to competitor,21.48,1129,63,1,Mansi,India,Karnataka,Female,20-04-1997 00:00,,,0,Medium,365
1655-QACQT,02-12-2020 00:00,Organic,02-12-2021 00:00,Standard,Annual,27-02-2021 00:00,Forgot to cancel trial,15.14,628,62,1,Harsh,India,Karnataka,Male,08-11-1977 00:00,N,60,1,Medium,365
1656-LDRCJ,07-06-2022 00:00,Paid,07-06-2023 00:00,Premium,Annual,,,21.19,1194,52,0,Shreya,India,Uttar Pradesh,Female,22-08-1987 00:00,,,0,Medium,365
1657-GLDUW,25-07-2020 00:00,Paid,25-07-2021 00:00,Basic,Annual,,,7.56,599,71,0,Pallavi,India,Delhi,Female,10-02-1996 00:00,,,0,High,365
1658-LSGMK,17-09-2020 00:00,Organic,17-09-2021 00:00,Standard,Monthly,24-02-2021 00:00,Switched to competitor,7.52,509,71,1,Manish,India,Karnataka,Male,25-01-1978 00:00,,,0,High,365
1659-VTAPX,17-08-2024 00:00,Organic,17-08-2025 00:00,Basic,Annual,,,7.95,754,33,0,Raghav,India,Karnataka,Male,18-11-1985 00:00,,,0,Low,365
1660-AECHU,20-08-2022 00:00,Organic,20-08-2023 00:00,Basic,Monthly,,,10.07,667,32,0,Mira,India,Uttar Pradesh,Female,27-11-1995 00:00,,,0,Low,365
1661-JFYAB,18-11-2019 00:00,Paid,18-11-2020 00:00,Standard,Monthly,05-02-2020 00:00,Switched to competitor,11.85,456,27,1,Arjun,India,Meghalaya,Male,15-04-1972 00:00,,,0,Low,366
1662-KZRXX,23-08-2019 00:00,Paid,23-08-2020 00:00,Basic,Monthly,,,9.89,816,74,0,Nikhil,India,Madhya Pradesh,Male,26-02-1977 00:00,,,0,High,366
1663-ZVXCN,04-12-2019 00:00,Paid,04-12-2020 00:00,Premium,Monthly,23-03-2020 00:00,Too expensive,22.59,1023,76,1,Harsh,India,Delhi,Male,12-12-1997 00:00,,,0,High,366
1664-EFDMR,05-07-2024 00:00,Organic,05-07-2025 00:00,Standard,Annual,,,14.94,737,66,0,Pranav,India,Maharashtra,Male,24-12-1977 00:00,N,30,1,Medium,365
1665-BKLSD,27-10-2020 00:00,Organic,27-10-2021 00:00,Premium,Monthly,06-12-2020 00:00,Too expensive,23.61,1005,78,1,Tanvi,India,Maharashtra,Female,19-11-2004 00:00,,,0,High,365
1666-NYWCS,06-09-2019 00:00,Organic,06-09-2020 00:00,Standard,Monthly,,,16.34,636,55,0,Arjun,India,Gujarat,Male,18-02-2004 00:00,,,0,Medium,366
1667-XFPJN,23-04-2020 00:00,Paid,23-04-2021 00:00,Standard,Monthly,26-02-2021 00:00,Switched to competitor,13.63,685,41,1,Mira,India,Delhi,Female,02-03-1978 00:00,,,0,Low,365
1668-DGWAU,16-04-2024 00:00,Paid,16-04-2025 00:00,Premium,Monthly,,,20.67,785,46,0,Aarav,India,Kerala,Male,11-02-1971 00:00,,,0,Low,365
1669-TQTZH,19-11-2023 00:00,Paid,19-11-2024 00:00,Standard,Monthly,,,9.82,492,63,0,Aniket,India,Uttar Pradesh,Male,06-05-1988 00:00,,,0,Medium,366
1670-GQBKA,11-11-2021 00:00,Organic,11-11-2022 00:00,Basic,Annual,22-06-2022 00:00,Forgot to cancel trial,6.19,584,57,1,Tanvi,India,Maharashtra,Female,22-01-1973 00:00,,,0,Medium,365
1671-VNZJB,07-07-2019 00:00,Paid,07-07-2020 00:00,Basic,Annual,,,5.99,315,27,0,Pooja,India,West Bengal,Female,02-12-1994 00:00,,,0,Low,366
1672-UUYWN,24-09-2023 00:00,Organic,24-09-2024 00:00,Basic,Annual,,,5.99,387,61,0,Aditya,India,Maharashtra,Male,28-02-1973 00:00,,,0,Medium,366
1673-MYNKU,17-03-2024 00:00,Paid,17-03-2025 00:00,Standard,Annual,,,13.41,679,4,0,Omkar,India,Karnataka,Male,03-11-1979 00:00,,,0,Low,365
1674-LTJTN,06-07-2024 00:00,Paid,06-07-2025 00:00,Standard,Annual,,,11.26,533,52,0,Vivek,India,Delhi,Male,15-02-1986 00:00,,,0,Medium,365
1675-FSJSH,04-12-2020 00:00,Paid,04-12-2021 00:00,Standard,Monthly,24-05-2021 00:00,Not enough content,16.98,381,28,1,Aditya,India,Rajasthan,Male,26-07-1989 00:00,N,60,1,Low,365
1676-GRZGE,13-02-2024 00:00,Paid,13-02-2025 00:00,Standard,Annual,15-01-2025 00:00,Poor streaming quality,14.39,966,92,1,Siddharth,India,Bihar,Male,27-04-1992 00:00,,,0,High,366
1677-UPQEQ,03-12-2019 00:00,Paid,03-12-2020 00:00,Premium,Annual,,,21.45,1255,45,0,Manish,India,Karnataka,Male,11-11-1995 00:00,,,0,Low,366
1678-KMNKP,18-02-2022 00:00,Refferal,18-02-2023 00:00,Basic,Annual,29-09-2022 00:00,Not enough content,5.99,566,52,1,Aarav,India,Madhya Pradesh,Male,26-01-1983 00:00,,,0,Medium,365
1679-GGZCT,10-02-2019 00:00,Refferal,10-02-2020 00:00,Standard,Annual,,,16.32,897,99,0,Aditi,India,Kerala,Female,12-07-1983 00:00,N,80,1,High,365
1680-WQUKE,14-06-2021 00:00,Organic,14-06-2022 00:00,Basic,Monthly,,,6.87,235,49,0,Siddharth,India,Uttar Pradesh,Male,03-03-2002 00:00,,,0,Low,365
1681-NYBJA,05-12-2019 00:00,Refferal,05-12-2020 00:00,Standard,Annual,,,12.46,720,38,0,Isha,India,Rajasthan,Female,14-07-1995 00:00,N,100,3,Low,366
1682-YUGJB,05-11-2023 00:00,Refferal,05-11-2024 00:00,Standard,Annual,,,14.33,1131,29,0,Pallavi,India,Telangana,Female,04-10-1997 00:00,,,0,Low,366
1683-HPVZU,20-06-2024 00:00,Paid,20-06-2025 00:00,Standard,Monthly,,,13.99,742,58,0,Riya,India,Karnataka,Female,14-03-2003 00:00,,,0,Medium,365
1684-BJPSV,19-12-2023 00:00,Paid,19-12-2024 00:00,Standard,Annual,,,14.33,520,69,0,Avni,India,Karnataka,Female,15-12-1971 00:00,,,0,Medium,366
1685-HPQQT,19-06-2020 00:00,Paid,19-06-2021 00:00,Basic,Monthly,,,6.54,277,46,0,Sneha,India,Kerala,Female,18-03-1988 00:00,,,0,Low,365
1686-EEEEU,01-12-2023 00:00,Organic,01-12-2024 00:00,Premium,Monthly,31-07-2024 00:00,Switched to competitor,19.19,1115,51,1,Raghav,India,West Bengal,Male,19-07-1997 00:00,Y,40,1,Medium,366
1687-QHRXR,20-10-2024 00:00,Paid,20-10-2025 00:00,Standard,Monthly,,,14.57,849,63,0,Varun,India,West Bengal,Male,12-01-1988 00:00,,,0,Medium,365
